City1,City2,Distance
"Austin, TX","Portland, OR",1715.0
"Burbank, CA","New York, NY",2465.0
"Aguadilla, PR","New York, NY",1576.0
"Charlotte Amalie, VI","San Juan, PR",68.0
"Boston, MA","San Antonio, TX",1764.0
"Boston, MA","Savannah, GA",901.0
"Fort Lauderdale, FL","Hayden, CO",1843.0
"Albuquerque, NM","New York, NY",1826.0
"New York, NY","Reno, NV",2411.0
"Albany, NY","Fort Lauderdale, FL",1204.0
"New York, NY","Sacramento, CA",2521.0
"Fort Lauderdale, FL","Jacksonville, FL",319.0
"Boston, MA","Bozeman, MT",1991.0
"Hartford, CT","San Juan, PR",1666.0
"New York, NY","Ontario, CA",2429.0
"Boston, MA","New Orleans, LA",1368.0
"Orlando, FL","White Plains, NY",972.0
"Tampa, FL","White Plains, NY",1032.0
"Aguadilla, PR","Newark, NJ",1585.0
"West Palm Beach/Palm Beach, FL","White Plains, NY",1056.0
"New York, NY","San Jose, CA",2569.0
"Fort Lauderdale, FL","White Plains, NY",1097.0
"Boston, MA","Buffalo, NY",395.0
"New York, NY","San Antonio, TX",1587.0
"New York, NY","Ponce, PR",1617.0
"Orlando, FL","Ponce, PR",1179.0
"Bozeman, MT","New York, NY",1902.0
"Fort Myers, FL","White Plains, NY",1102.0
"Charleston, SC","Fort Lauderdale, FL",470.0
"Hartford, CT","West Palm Beach/Palm Beach, FL",1133.0
"Providence, RI","West Palm Beach/Palm Beach, FL",1148.0
"San Juan, PR","Washington, DC",1571.0
"Bozeman, MT","Fort Lauderdale, FL",2183.0
"New York, NY","Palm Springs, CA",2378.0
"Los Angeles, CA","West Palm Beach/Palm Beach, FL",2330.0
"Fort Lauderdale, FL","Worcester, MA",1211.0
"Boston, MA","Key West, FL",1373.0
"Hartford, CT","Las Vegas, NV",2297.0
"Charleston, SC","Los Angeles, CA",2206.0
"Charlotte Amalie, VI","Newark, NJ",1634.0
"Boston, MA","Palm Springs, CA",2517.0
"Boston, MA","Hayden, CO",1871.0
"Jacksonville, FL","Los Angeles, CA",2153.0
"Hartford, CT","San Francisco, CA",2625.0
"Fort Lauderdale, FL","Palm Springs, CA",2233.0
"Buffalo, NY","Los Angeles, CA",2218.0
"Bozeman, MT","Los Angeles, CA",902.0
"Hartford, CT","Los Angeles, CA",2527.0
"Los Angeles, CA","Oklahoma City, OK",1187.0
"Fayetteville, AR","Los Angeles, CA",1371.0
"Dallas/Fort Worth, TX","Yuma, AZ",1022.0
"Aspen, CO","Austin, TX",812.0
"Aspen, CO","Dallas/Fort Worth, TX",701.0
"Phoenix, AZ","Yuma, AZ",160.0
"Aspen, CO","Los Angeles, CA",737.0
"Aspen, CO","Phoenix, AZ",491.0
"Flagstaff, AZ","Phoenix, AZ",119.0
"Bristol/Johnson City/Kingsport, TN","Dallas/Fort Worth, TX",868.0
"Dallas/Fort Worth, TX","Santa Fe, NM",551.0
"Chicago, IL","White Plains, NY",738.0
"Dallas/Fort Worth, TX","Durango, CO",674.0
"Bakersfield, CA","Phoenix, AZ",425.0
"Eagle, CO","Los Angeles, CA",748.0
"Dallas/Fort Worth, TX","Flagstaff, AZ",853.0
"Phoenix, AZ","Santa Fe, NM",370.0
"Phoenix, AZ","San Luis Obispo, CA",509.0
"Aspen, CO","Chicago, IL",1013.0
"Columbia, MO","Dallas/Fort Worth, TX",490.0
"Durango, CO","Phoenix, AZ",351.0
"Dallas/Fort Worth, TX","South Bend, IN",846.0
"Columbus, GA","Dallas/Fort Worth, TX",705.0
"Dallas/Fort Worth, TX","Idaho Falls, ID",1095.0
"Chicago, IL","Eagle, CO",1007.0
"Jackson, WY","Los Angeles, CA",784.0
"Arcata/Eureka, CA","Phoenix, AZ",845.0
"Bismarck/Mandan, ND","Dallas/Fort Worth, TX",977.0
"Dallas/Fort Worth, TX","Fort Wayne, IN",859.0
"Phoenix, AZ","Santa Barbara, CA",455.0
"Bend/Redmond, OR","Phoenix, AZ",893.0
"Phoenix, AZ","Roswell, NM",433.0
"Montrose/Delta, CO","Phoenix, AZ",419.0
"Phoenix, AZ","St. George, UT",262.0
"Los Angeles, CA","Montrose/Delta, CO",666.0
"Eagle, CO","Phoenix, AZ",513.0
"Chicago, IL","Harlingen/San Benito, TX",1219.0
"Medford, OR","Salt Lake City, UT",575.0
"Idaho Falls, ID","Salt Lake City, UT",188.0
"Minneapolis, MN","Rapid City, SD",489.0
"Minneapolis, MN","Pasco/Kennewick/Richland, WA",1254.0
"Cleveland, OH","Minneapolis, MN",622.0
"Detroit, MI","Memphis, TN",610.0
"Detroit, MI","Omaha, NE",651.0
"Minneapolis, MN","Omaha, NE",282.0
"Detroit, MI","Norfolk, VA",529.0
"Lewiston, ID","Salt Lake City, UT",461.0
"Detroit, MI","Marquette, MI",349.0
"Oklahoma City, OK","Salt Lake City, UT",866.0
"Eugene, OR","Salt Lake City, UT",618.0
"Albuquerque, NM","Salt Lake City, UT",493.0
"Salt Lake City, UT","Sun Valley/Hailey/Ketchum, ID",222.0
"Omaha, NE","Salt Lake City, UT",840.0
"Pasco/Kennewick/Richland, WA","Salt Lake City, UT",521.0
"Fresno, CA","Salt Lake City, UT",501.0
"Helena, MT","Salt Lake City, UT",402.0
"Los Angeles, CA","San Diego, CA",109.0
"Minneapolis, MN","Oklahoma City, OK",694.0
"Detroit, MI","White Plains, NY",505.0
"Salt Lake City, UT","Tulsa, OK",926.0
"Detroit, MI","South Bend, IN",157.0
"Memphis, TN","Minneapolis, MN",700.0
"Minneapolis, MN","South Bend, IN",411.0
"Detroit, MI","Greer, SC",508.0
"Salt Lake City, UT","Tucson, AZ",601.0
"Bend/Redmond, OR","Salt Lake City, UT",525.0
"Des Moines, IA","Salt Lake City, UT",955.0
"Missoula, MT","Salt Lake City, UT",436.0
"Detroit, MI","Elmira/Corning, NY",332.0
"Palm Springs, CA","Salt Lake City, UT",541.0
"Louisville, KY","Minneapolis, MN",604.0
"Aspen, CO","Atlanta, GA",1304.0
"Escanaba, MI","Minneapolis, MN",304.0
"International Falls, MN","Minneapolis, MN",255.0
"Salt Lake City, UT","Twin Falls, ID",175.0
"Salt Lake City, UT","St. George, UT",272.0
"Iron Mountain/Kingsfd, MI","Minneapolis, MN",257.0
"Elko, NV","Salt Lake City, UT",200.0
"Aberdeen, SD","Minneapolis, MN",257.0
"Detroit, MI","Pellston, MI",243.0
"Detroit, MI","Sault Ste. Marie, MI",284.0
"Hibbing, MN","Minneapolis, MN",174.0
"Minneapolis, MN","Williston, ND",553.0
"Detroit, MI","Escanaba, MI",306.0
"Brainerd, MN","Minneapolis, MN",114.0
"Bemidji, MN","Minneapolis, MN",199.0
"Minneapolis, MN","Rhinelander, WI",190.0
"Casper, WY","Salt Lake City, UT",320.0
"Butte, MT","Salt Lake City, UT",358.0
"Cedar City, UT","Salt Lake City, UT",221.0
"Detroit, MI","Iron Mountain/Kingsfd, MI",344.0
"Minneapolis, MN","Sault Ste. Marie, MI",435.0
"Pocatello, ID","Salt Lake City, UT",150.0
"Alpena, MI","Detroit, MI",198.0
"Birmingham, AL","Detroit, MI",625.0
"Grand Junction, CO","Salt Lake City, UT",216.0
"Lincoln, NE","Minneapolis, MN",331.0
"Colorado Springs, CO","Salt Lake City, UT",411.0
"Great Falls, MT","Salt Lake City, UT",463.0
"Minneapolis, MN","Richmond, VA",970.0
"Fort Wayne, IN","Minneapolis, MN",488.0
"Marquette, MI","Minneapolis, MN",300.0
"La Crosse, WI","Minneapolis, MN",119.0
"Detroit, MI","Fort Wayne, IN",128.0
"Detroit, MI","La Crosse, WI",416.0
"Los Angeles, CA","Sun Valley/Hailey/Ketchum, ID",696.0
"Jackson, WY","Seattle, WA",621.0
"Ogdensburg, NY","Washington, DC",409.0
"Denver, CO","Jamestown, ND",573.0
"Devils Lake, ND","Jamestown, ND",83.0
"Chicago, IL","Staunton, VA",541.0
"Hattiesburg/Laurel, MS","Houston, TX",372.0
"Denver, CO","Pueblo, CO",109.0
"Denver, CO","Laramie, WY",113.0
"Denver, CO","Prescott, AZ",557.0
"Denver, CO","Kearney, NE",305.0
"Denver, CO","Moab, UT",283.0
"Denver, CO","Pierre, SD",385.0
"Denver, CO","Sheridan, WY",359.0
"Plattsburgh, NY","Washington, DC",444.0
"Denver, CO","North Platte, NE",228.0
"Denver, CO","Watertown, SD",519.0
"Chicago, IL","Johnstown, PA",487.0
"Denver, CO","St. George, UT",517.0
"Cape Girardeau, MO","Chicago, IL",340.0
"Houston, TX","Meridian, MS",422.0
"Denver, CO","Hays, KS",298.0
"Clarksburg/Fairmont, WV","Washington, DC",151.0
"Denver, CO","Rock Springs, WY",260.0
"Chicago, IL","Joplin, MO",484.0
"Johnstown, PA","Washington, DC",120.0
"Cheyenne, WY","Denver, CO",90.0
"Denver, CO","Liberal, KS",280.0
"Houston, TX","Victoria, TX",123.0
"Medford, OR","San Francisco, CA",329.0
"Chicago, IL","South Bend, IN",84.0
"Denver, CO","Eagle, CO",120.0
"Arcata/Eureka, CA","Denver, CO",1026.0
"San Francisco, CA","Tucson, AZ",751.0
"Denver, CO","Medford, OR",964.0
"Denver, CO","Syracuse, NY",1492.0
"Denver, CO","San Luis Obispo, CA",931.0
"Redding, CA","San Francisco, CA",199.0
"Houston, TX","Mission/McAllen/Edinburg, TX",316.0
"Denver, CO","Minot, ND",604.0
"Bend/Redmond, OR","San Francisco, CA",462.0
"Boise, ID","Houston, TX",1482.0
"Baton Rouge, LA","Houston, TX",253.0
"Amarillo, TX","Houston, TX",517.0
"San Antonio, TX","San Francisco, CA",1482.0
"Appleton, WI","Denver, CO",883.0
"Fresno, CA","San Francisco, CA",158.0
"Eugene, OR","San Francisco, CA",451.0
"Bakersfield, CA","Denver, CO",845.0
"Arcata/Eureka, CA","San Francisco, CA",250.0
"Sacramento, CA","San Francisco, CA",86.0
"Los Angeles, CA","Monterey, CA",266.0
"Colorado Springs, CO","Los Angeles, CA",833.0
"Denver, CO","Idaho Falls, ID",458.0
"Arcata/Eureka, CA","Los Angeles, CA",577.0
"Los Angeles, CA","San Luis Obispo, CA",156.0
"Denver, CO","Lewiston, ID",768.0
"Jackson, WY","San Francisco, CA",737.0
"Denver, CO","Gunnison, CO",152.0
"Denver, CO","Williston, ND",582.0
"Denver, CO","Greer, SC",1278.0
"Chattanooga, TN","Chicago, IL",501.0
"Los Angeles, CA","Palm Springs, CA",110.0
"Reno, NV","San Francisco, CA",192.0
"Palm Springs, CA","San Francisco, CA",421.0
"Houston, TX","Palm Springs, CA",1269.0
"Fresno, CA","Los Angeles, CA",209.0
"Bakersfield, CA","San Francisco, CA",238.0
"Los Angeles, CA","Redding, CA",501.0
"Denver, CO","Jackson, WY",406.0
"San Francisco, CA","San Luis Obispo, CA",190.0
"Albuquerque, NM","San Francisco, CA",896.0
"Aspen, CO","Santa Ana, CA",722.0
"Bozeman, MT","San Francisco, CA",807.0
"Bishop, CA","San Francisco, CA",221.0
"Aspen, CO","Denver, CO",125.0
"Denver, CO","Pasco/Kennewick/Richland, WA",852.0
"Denver, CO","Rapid City, SD",300.0
"Los Angeles, CA","Santa Barbara, CA",89.0
"Bend/Redmond, OR","Denver, CO",898.0
"Monterey, CA","San Francisco, CA",77.0
"Pasco/Kennewick/Richland, WA","San Francisco, CA",620.0
"Hayden, CO","Los Angeles, CA",763.0
"Denver, CO","Springfield, MO",637.0
"Hobbs, NM","Houston, TX",501.0
"Chicago, IL","Rapid City, SD",779.0
"Hayden, CO","San Francisco, CA",838.0
"Casper, WY","Denver, CO",230.0
"Cleveland, OH","Houston, TX",1091.0
"Denver, CO","Eugene, OR",996.0
"Bishop, CA","Denver, CO",760.0
"Denver, CO","Savannah, GA",1414.0
"San Francisco, CA","Santa Barbara, CA",262.0
"Montrose/Delta, CO","San Francisco, CA",791.0
"Bishop, CA","Los Angeles, CA",237.0
"Denver, CO","Monterey, CA",959.0
"Aspen, CO","Houston, TX",913.0
"Eagle, CO","San Francisco, CA",847.0
"Denver, CO","Hobbs, NM",501.0
"Chicago, IL","Roanoke, VA",531.0
"Asheville, NC","Chicago, IL",521.0
"Cody, WY","Denver, CO",391.0
"San Francisco, CA","Santa Ana, CA",372.0
"San Francisco, CA","Santa Rosa, CA",66.0
"North Bend/Coos Bay, OR","San Francisco, CA",412.0
"Denver, CO","Moline, IL",752.0
"Denver, CO","Lubbock, TX",456.0
"Bismarck/Mandan, ND","Denver, CO",516.0
"Denver, CO","Huntsville, AL",1048.0
"Aspen, CO","San Francisco, CA",848.0
"Bozeman, MT","Houston, TX",1385.0
"Houston, TX","Wichita, KS",542.0
"Brownsville, TX","Houston, TX",308.0
"Amarillo, TX","Denver, CO",359.0
"Denver, CO","Great Falls, MT",623.0
"Denver, CO","Sun Valley/Hailey/Ketchum, ID",557.0
"San Francisco, CA","Sun Valley/Hailey/Ketchum, ID",587.0
"Denver, CO","Helena, MT",594.0
"Denver, CO","Salina, KS",383.0
"Denver, CO","Dodge City, KS",292.0
"Denver, CO","Riverton/Lander, WY",296.0
"Chicago, IL","Clarksburg/Fairmont, WV",444.0
"Chicago, IL","Lewisburg, WV",489.0
"Chicago, IL","Fort Leonard Wood, MO",369.0
"Chicago, IL","Sioux City, IA",436.0
"Denver, CO","Scottsbluff, NE",150.0
"Los Angeles, CA","Prescott, AZ",346.0
"Chicago, IL","Hancock/Houghton, MI",360.0
"Denver, CO","Joplin, MO",582.0
"Chicago, IL","Eau Claire, WI",269.0
"Alamosa, CO","Denver, CO",179.0
"Chicago, IL","Kearney, NE",583.0
"Chicago, IL","Muskegon, MI",119.0
"Staunton, VA","Washington, DC",91.0
"Chicago, IL","Decatur, IL",156.0
"Chicago, IL","Salina, KS",559.0
"Chicago, IL","Paducah, KY",342.0
"Denver, CO","Gillette, WY",313.0
"Denver, CO","Sioux City, IA",466.0
"Denver, CO","Vernal, UT",259.0
"Chicago, IL","Mason City, IA",288.0
"Denver, CO","Devils Lake, ND",638.0
"Chicago, IL","Fort Dodge, IA",325.0
"Denver, CO","Fort Dodge, IA",576.0
"Butte, MT","Denver, CO",578.0
"Houston, TX","Lake Charles, LA",127.0
"Chicago, IL","Saginaw/Bay City/Midland, MI",222.0
"Denver, CO","Kalispell, MT",752.0
"Denver, CO","Missoula, MT",679.0
"San Diego, CA","Santa Rosa, CA",508.0
"Austin, TX","Palm Springs, CA",1132.0
"Los Angeles, CA","Santa Rosa, CA",400.0
"San Diego, CA","San Luis Obispo, CA",263.0
"Fresno, CA","San Diego, CA",314.0
"Burbank, CA","Santa Rosa, CA",387.0
"Santa Ana, CA","Santa Rosa, CA",433.0
"Jackson, WY","San Diego, CA",828.0
"Hayden, CO","San Diego, CA",769.0
"Houston, TX","Killeen, TX",166.0
"Chicago, IL","Sun Valley/Hailey/Ketchum, ID",1341.0
"Houston, TX","Louisville, KY",803.0
"Houston, TX","Lafayette, LA",201.0
"Kalispell, MT","San Francisco, CA",844.0
"Burlington, VT","Chicago, IL",763.0
"Houston, TX","Raleigh/Durham, NC",1050.0
"San Antonio, TX","Washington, DC",1362.0
"Houston, TX","Portland, OR",1825.0
"Houston, TX","San Francisco, CA",1635.0
"Jackson, WY","Newark, NJ",1874.0
"Denver, CO","Newark, NJ",1605.0
"Newark, NJ","Sacramento, CA",2500.0
"Raleigh/Durham, NC","San Francisco, CA",2400.0
"San Diego, CA","Washington, DC",2253.0
"Bozeman, MT","Newark, NJ",1882.0
"Denver, CO","Lihue, HI",3414.0
"Newark, NJ","Santa Ana, CA",2434.0
"Eagle, CO","Newark, NJ",1725.0
"Charlotte Amalie, VI","Houston, TX",2070.0
"Nashville, TN","San Francisco, CA",1969.0
"Indianapolis, IN","San Francisco, CA",1943.0
"Newark, NJ","San Antonio, TX",1569.0
"Anchorage, AK","Denver, CO",2405.0
"Denver, CO","Kona, HI",3329.0
"Lihue, HI","San Francisco, CA",2447.0
"Denver, CO","Kahului, HI",3302.0
"Kona, HI","San Francisco, CA",2367.0
"Cleveland, OH","San Francisco, CA",2161.0
"Charlotte Amalie, VI","Washington, DC",1606.0
"Eagle, CO","Houston, TX",934.0
"Billings, MT","Denver, CO",455.0
"Honolulu, HI","Santa Ana, CA",2584.0
"Denver, CO","Honolulu, HI",3365.0
"Honolulu, HI","Newark, NJ",4962.0
"Chicago, IL","Kahului, HI",4184.0
"Honolulu, HI","Houston, TX",3904.0
"Chicago, IL","Honolulu, HI",4243.0
"Guam, TT","Honolulu, HI",3801.0
"Guam, TT","Saipan, TT",129.0
"Montrose/Delta, CO","Newark, NJ",1795.0
"Houston, TX","Jackson, WY",1265.0
"Houston, TX","West Palm Beach/Palm Beach, FL",956.0
"Fort Myers, FL","San Francisco, CA",2481.0
"Baton Rouge, LA","Washington, DC",985.0
"Hayden, CO","Washington, DC",1582.0
"Hilo, HI","Los Angeles, CA",2449.0
"Honolulu, HI","Washington, DC",4817.0
"Chicago, IL","Kona, HI",4213.0
"Hayden, CO","Newark, NJ",1728.0
"Kahului, HI","Newark, NJ",4904.0
"Houston, TX","Norfolk, VA",1201.0
"Sacramento, CA","Washington, DC",2358.0
"Chicago, IL","Spokane, WA",1498.0
"Baltimore, MD","San Francisco, CA",2457.0
"Gulfport/Biloxi, MS","Houston, TX",376.0
"Houston, TX","Little Rock, AR",374.0
"Houston, TX","Laredo, TX",301.0
"Houston, TX","Shreveport, LA",192.0
"Denver, CO","Dickinson, ND",488.0
"Houston, TX","Springfield, MO",535.0
"Denver, CO","Lincoln, NE",423.0
"Houston, TX","Huntsville, AL",595.0
"Denver, CO","Shreveport, LA",792.0
"Houston, TX","Mobile, AL",427.0
"Alexandria, LA","Houston, TX",190.0
"Newark, NJ","Presque Isle/Houlton, ME",515.0
"Richmond, VA","Washington, DC",100.0
"Hilton Head, SC","Washington, DC",501.0
"Roanoke, VA","Washington, DC",177.0
"Denver, CO","Santa Fe, NM",303.0
"Denver, CO","Flagstaff, AZ",503.0
"Charlottesville, VA","Washington, DC",77.0
"Houston, TX","Valparaiso, FL",528.0
"Chicago, IL","Lincoln, NE",466.0
"Ithaca/Cortland, NY","Washington, DC",250.0
"State College, PA","Washington, DC",133.0
"Akron, OH","Chicago, IL",343.0
"Charlottesville, VA","Chicago, IL",566.0
"Chicago, IL","Erie, PA",398.0
"Chicago, IL","State College, PA",528.0
"Myrtle Beach, SC","Washington, DC",372.0
"Chicago, IL","Springfield, IL",174.0
"Charleston/Dunbar, WV","Chicago, IL",416.0
"Asheville, NC","Washington, DC",384.0
"Chicago, IL","Pensacola, FL",781.0
"Chicago, IL","Columbia, SC",666.0
"Scranton/Wilkes-Barre, PA","Washington, DC",189.0
"Harrisburg, PA","Washington, DC",94.0
"Allentown/Bethlehem/Easton, PA","Washington, DC",159.0
"Erie, PA","Washington, DC",259.0
"Houston, TX","Monroe, LA",262.0
"College Station/Bryan, TX","Houston, TX",74.0
"Houston, TX","Key West, FL",915.0
"Houston, TX","Richmond, VA",1157.0
"Cedar Rapids/Iowa City, IA","Dallas/Fort Worth, TX",685.0
"Hartford, CT","Houston, TX",1507.0
"Grand Rapids, MI","Houston, TX",1042.0
"Gunnison, CO","Houston, TX",886.0
"Bloomington/Normal, IL","Dallas/Fort Worth, TX",690.0
"Monterey, CA","Phoenix, AZ",598.0
"Dallas/Fort Worth, TX","Peoria, IL",672.0
"Dallas/Fort Worth, TX","Louisville, KY",733.0
"Dallas/Fort Worth, TX","Rapid City, SD",835.0
"Dallas/Fort Worth, TX","Panama City, FL",685.0
"Dallas/Fort Worth, TX","Sioux Falls, SD",737.0
"Lubbock, TX","Phoenix, AZ",588.0
"Dallas/Fort Worth, TX","Moline, IL",691.0
"Midland/Odessa, TX","Phoenix, AZ",581.0
"Phoenix, AZ","Santa Rosa, CA",699.0
"Dallas/Fort Worth, TX","Fayetteville, NC",1051.0
"Bakersfield, CA","Dallas/Fort Worth, TX",1271.0
"Dallas/Fort Worth, TX","Long Beach, CA",1221.0
"Dallas/Fort Worth, TX","Daytona Beach, FL",981.0
"Denver, CO","Valparaiso, FL",1210.0
"Bloomington/Normal, IL","Detroit, MI",313.0
"Montrose/Delta, CO","New York, NY",1810.0
"Daytona Beach, FL","Detroit, MI",908.0
"Fort Lauderdale, FL","Newburgh/Poughkeepsie, NY",1118.0
"Fort Lauderdale, FL","Trenton, NJ",1026.0
"Fort Lauderdale, FL","Rochester, NY",1183.0
"Bloomington/Normal, IL","Tampa, FL",935.0
"Fort Lauderdale, FL","Green Bay, WI",1345.0
"Fort Lauderdale, FL","Portland, ME",1332.0
"New Orleans, LA","Raleigh/Durham, NC",779.0
"Plattsburgh, NY","Punta Gorda, FL",1311.0
"Houston, TX","Punta Gorda, FL",831.0
"Louisville, KY","New Orleans, LA",620.0
"Des Moines, IA","San Diego, CA",1428.0
"Dayton, OH","Sanford, FL",785.0
"Portsmouth, NH","St. Petersburg, FL",1239.0
"Punta Gorda, FL","West Palm Beach/Palm Beach, FL",118.0
"Key West, FL","Pittsburgh, PA",1102.0
"Grand Rapids, MI","Jacksonville, FL",880.0
"Knoxville, TN","Phoenix, AZ",1599.0
"Concord, NC","New Orleans, LA",669.0
"Indianapolis, IN","New Orleans, LA",707.0
"Hartford, CT","Myrtle Beach, SC",664.0
"Latrobe, PA","Myrtle Beach, SC",455.0
"Cleveland, OH","Myrtle Beach, SC",557.0
"Columbus, OH","New Orleans, LA",806.0
"Cleveland, OH","New Orleans, LA",917.0
"New Orleans, LA","San Francisco, CA",1911.0
"Houston, TX","Texarkana, AR",252.0
"Newark, NJ","Wilmington, NC",488.0
"Detroit, MI","Savannah, GA",705.0
"Nashville, TN","Sioux Falls, SD",741.0
"Akron, OH","Savannah, GA",606.0
"Knoxville, TN","Valparaiso, FL",395.0
"Louisville, KY","Savannah, GA",489.0
"Columbus, OH","Valparaiso, FL",675.0
"Columbus, OH","Savannah, GA",539.0
"Pittsburgh, PA","Savannah, GA",579.0
"Valparaiso, FL","Wichita, KS",796.0
"Flint, MI","Jacksonville, FL",867.0
"Clarksburg/Fairmont, WV","St. Petersburg, FL",798.0
"Flint, MI","Nashville, TN",497.0
"Belleville, IL","Jacksonville, FL",723.0
"Knoxville, TN","West Palm Beach/Palm Beach, FL",670.0
"Appleton, WI","Fort Lauderdale, FL",1338.0
"Austin, TX","Knoxville, TN",882.0
"Phoenix, AZ","Toledo, OH",1625.0
"Appleton, WI","Sarasota/Bradenton, FL",1209.0
"Akron, OH","Punta Gorda, FL",965.0
"St. Petersburg, FL","State College, PA",933.0
"Akron, OH","Sarasota/Bradenton, FL",934.0
"Kansas City, MO","Valparaiso, FL",764.0
"Fayetteville, AR","Nashville, TN",426.0
"Akron, OH","St. Petersburg, FL",899.0
"Asheville, NC","Denver, CO",1248.0
"Boston, MA","Flint, MI",650.0
"Knoxville, TN","Minneapolis, MN",792.0
"Louisville, KY","Valparaiso, FL",532.0
"Indianapolis, IN","Valparaiso, FL",637.0
"Dallas/Fort Worth, TX","Santa Rosa, CA",1495.0
"Daytona Beach, FL","Washington, DC",705.0
"Asheville, NC","New York, NY",599.0
"Jackson, WY","Phoenix, AZ",705.0
"Dallas/Fort Worth, TX","St. George, UT",976.0
"Moab, UT","Salt Lake City, UT",183.0
"Bend/Redmond, OR","San Diego, CA",823.0
"Lewisburg, WV","Staunton, VA",87.0
"Pittsburgh, PA","San Francisco, CA",2254.0
"Chicago, IL","Reno, NV",1671.0
"Harrisburg, PA","Newark, NJ",141.0
"Newark, NJ","Scranton/Wilkes-Barre, PA",93.0
"Newark, NJ","State College, PA",193.0
"Ithaca/Cortland, NY","Newark, NJ",172.0
"Newark, NJ","Philadelphia, PA",80.0
"Chicago, IL","Panama City, FL",795.0
"Austin, TX","Ontario, CA",1196.0
"Austin, TX","Charleston, SC",1055.0
"Austin, TX","Midland/Odessa, TX",294.0
"Austin, TX","Panama City, FL",710.0
"Austin, TX","Valparaiso, FL",666.0
"Baltimore, MD","Panama City, FL",798.0
"Indianapolis, IN","Panama City, FL",646.0
"Kansas City, MO","Panama City, FL",797.0
"Myrtle Beach, SC","St. Louis, MO",728.0
"St. Louis, MO","Valparaiso, FL",610.0
"Dallas/Fort Worth, TX","Melbourne, FL",1031.0
"New York, NY","Valparaiso, FL",1003.0
"Bangor, ME","Newark, NJ",393.0
"Hilton Head, SC","Newark, NJ",687.0
"Oklahoma City, OK","San Antonio, TX",407.0
"Dallas, TX","Myrtle Beach, SC",1038.0
"Dallas, TX","Norfolk, VA",1203.0
"Kansas City, MO","Pensacola, FL",743.0
"Augusta, GA","New York, NY",678.0
"Chicago, IL","Hilton Head, SC",781.0
"Augusta, GA","Boston, MA",861.0
"Minneapolis, MN","Savannah, GA",1092.0
"Minneapolis, MN","Myrtle Beach, SC",1085.0
"Charleston, SC","Minneapolis, MN",1087.0
"Jacksonville, FL","Minneapolis, MN",1174.0
"Bloomington/Normal, IL","Denver, CO",834.0
"Hartford, CT","Raleigh/Durham, NC",532.0
"Portland, ME","Raleigh/Durham, NC",700.0
"Islip, NY","Myrtle Beach, SC",586.0
"Albany, NY","Denver, CO",1610.0
"Cleveland, OH","Raleigh/Durham, NC",416.0
"Providence, RI","Raleigh/Durham, NC",566.0
"Denver, CO","Green Bay, WI",905.0
"Raleigh/Durham, NC","Syracuse, NY",519.0
"Islip, NY","Raleigh/Durham, NC",459.0
"Denver, CO","Providence, RI",1737.0
"Denver, CO","Harrisburg, PA",1474.0
"Burlington, VT","Denver, CO",1639.0
"Albany, NY","Raleigh/Durham, NC",544.0
"Chicago, IL","Trenton, NJ",683.0
"Buffalo, NY","Raleigh/Durham, NC",487.0
"Denver, CO","Myrtle Beach, SC",1485.0
"Grand Rapids, MI","Portland, OR",1833.0
"Appleton, WI","Savannah, GA",926.0
"Grand Rapids, MI","Savannah, GA",778.0
"Flint, MI","Savannah, GA",760.0
"Pittsburgh, PA","Valparaiso, FL",775.0
"Cincinnati, OH","Myrtle Beach, SC",489.0
"Columbus, OH","Myrtle Beach, SC",488.0
"Albany, NY","Nashville, TN",825.0
"Des Moines, IA","Santa Ana, CA",1429.0
"Springfield, MO","Valparaiso, FL",610.0
"Nashville, TN","Roanoke, VA",381.0
"Allentown/Bethlehem/Easton, PA","Myrtle Beach, SC",518.0
"Norfolk, VA","Punta Gorda, FL",767.0
"Des Moines, IA","Portland, OR",1471.0
"Belleville, IL","Savannah, GA",658.0
"Asheville, NC","Valparaiso, FL",412.0
"Myrtle Beach, SC","Pittsburgh, PA",475.0
"Fayetteville, AR","Valparaiso, FL",601.0
"Charleston, SC","Louisville, KY",485.0
"Charleston, SC","Columbus, OH",503.0
"Oklahoma City, OK","Valparaiso, FL",726.0
"Nashville, TN","Providence, RI",906.0
"Belleville, IL","Charleston, SC",674.0
"Harrisburg, PA","Myrtle Beach, SC",465.0
"Boston, MA","Wilmington, NC",672.0
"Augusta, GA","Austin, TX",949.0
"Augusta, GA","Miami, FL",531.0
"Augusta, GA","Chicago, IL",677.0
"Atlanta, GA","Atlantic City, NJ",679.0
"Akron, OH","Myrtle Beach, SC",518.0
"Aguadilla, PR","Philadelphia, PA",1550.0
"Myrtle Beach, SC","Niagara Falls, NY",650.0
"Manchester, NH","Myrtle Beach, SC",756.0
"Augusta, GA","Philadelphia, PA",583.0
"Hays, KS","Salina, KS",88.0
"North Platte, NE","Scottsbluff, NE",160.0
"Clarksburg/Fairmont, WV","Johnstown, PA",102.0
"Dodge City, KS","Liberal, KS",74.0
"Hattiesburg/Laurel, MS","Meridian, MS",69.0
"Cape Girardeau, MO","Paducah, KY",45.0
"Decatur, IL","Fort Leonard Wood, MO",228.0
"Fort Dodge, IA","Mason City, IA",61.0
"Newark, NJ","Omaha, NE",1134.0
"Omaha, NE","San Francisco, CA",1433.0
"Salt Lake City, UT","West Yellowstone, MT",273.0
"Denver, CO","North Bend/Coos Bay, OR",1040.0
